Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:78DVpEWwmJFC25KGz8fJuE,"Clavado en Un Bar","Sueños Líquidos","Maná",1997,310813,81,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:43:27Z,"rock en español,rock latino,rock mexicano,pop latino","WM Mexico",0.634,0.854,11,-3.444,1,0.0369,0.00737,0.00000249,0.0664,0.564,148.003,4
spotify:track:0DXI6c9tNWsI4tvUftkQN8,"Tu Calorro","Estopa","Estopa",1999-10-18,190626,68,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:43:50Z,"flamenco,flamenco pop","Ariola",0.713,0.768,0,-9.115,1,0.0662,0.229,0,0.447,0.962,88.012,4
spotify:track:5hv3nMY3NKyDL7cSsrSYog,"Chica Ye Ye","Cuentame","Concha Velasco",2001-10-29,143106,48,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:43:56Z,"","RCA Records Label",0.555,0.906,9,-4.758,1,0.184,0.117,0,0.225,0.63,171.761,4
spotify:track:5HSpMRUC4m3L3q48to2Kmu,"So payaso","Agila","Extremoduro",1996,281666,67,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:43:58Z,"","WM Spain",0.435,0.899,4,-3.84,0,0.0656,0.0392,0.000447,0.115,0.377,150.546,4
spotify:track:4z2EeFUp5Lhai9qhHtA6IF,"Salir","Canciones Prohibidas","Extremoduro",1998-06-08,318986,67,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:44:30Z,"","WM Spain",0.316,0.645,7,-6.206,1,0.0431,0.291,0.00312,0.109,0.467,160.399,4
spotify:track:3R8rzNolKgeMo3MQhYFBgu,"Soy un Truhán, Soy un Señor","Begin the Beguine","Julio Iglesias",1978,186706,67,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:44:37Z,"bolero","Columbia",0.573,0.426,0,-14.448,1,0.0349,0.602,0,0.393,0.724,98.719,4
spotify:track:0M64Dhoq6Q6l4ITS7l8pgz,"Yonki","Esto No Es un Disco Vol.1","El Niño de la Hipoteca",2019-05-24,261490,29,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:47:34Z,"cantautores","El Niño de la Hipoteca Records",0.587,0.89,7,-4.928,1,0.075,0.19,0,0.136,0.617,115.629,4
spotify:track:0Vckgr7ep0bqYysR8ZQbvu,"En venta? ¡No!","Ahora o Nunca","Kulto Kultibo",2013-12-27,211877,0,true,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:47:37Z,"reggae en español","Kulto Kultibo",0.716,0.841,1,-5.445,1,0.171,0.209,0,0.0869,0.778,97.152,4
spotify:track:1q1kyllZDDPbgqiaohZ8Rt,"Te Informo","Gypsy Fiesta - The Best Gypsy Hits","Rumbamanía",2008,230666,22,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:48:30Z,"flamenco","PMF",0.765,0.681,10,-14.469,0,0.115,0.023,0.0000052,0.0327,0.963,110.098,4
spotify:track:2m7KdMP9MYXDlUOWD90r2A,"Macaulay Culkin","Estado del malestar","Ladilla Rusa",2018-02-23,166154,44,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:48:40Z,"","La Mundial Records",0.859,0.893,0,-6.279,1,0.0532,0.00418,0.000571,0.0831,0.955,153.978,4
spotify:track:09AitOsHz0VArhXmVOl4ip,"KITT y los coches del pasado","KITT y los coches del pasado","Ladilla Rusa;Joan Colomo;Los Ganglios;Laura Santos;Lady Gipsy",2019-03-29,250411,54,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:48:50Z,"electroclash,flamenco,flamenco pop,flamenco urbano","El Genio Equivocado",0.754,0.864,0,-7.154,1,0.0604,0.00689,0,0.0679,0.843,140.02,4
spotify:track:3fDPalBAY0MzPaAm0a3NpL,"Los Coches Chocones","Los Coches Chocones","Los Desgraciaus",2013-11-04,280906,0,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:50:15Z,"","LEMURIA MUSIC",0.581,0.972,5,-4.394,0,0.0945,0.0421,0,0.13,0.854,159.996,4
spotify:track:5gHe9eLxTdhWzNZL9uODJ7,"Te Informo (Informer) - Maxi","Salir de Marcha","Sándalo",1994-08-02,366893,17,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:50:52Z,"flamenco urbano,flamenco pop,flamenco","El Gallo Productions",0.743,0.95,10,-5,0,0.111,0.00513,0.00435,0.0712,0.729,110.126,4
spotify:track:383LM93rT5NdU2Le0qu4Xk,"Hotel California - Spanish Mix","The Essential Gipsy Kings","Gipsy Kings",1999-08-03,346600,0,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:50:58Z,"flamenco","Sony Music CG",0.457,0.819,11,-9.072,0,0.0486,0.51,0.0000455,0.111,0.514,102.102,4
spotify:track:3Zko4k0UUG56g8IMzXYnxB,"Carabirubi","De Raza y Con Casta","El Fary",1993,170733,38,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:51:04Z,"flamenco,flamenco pop","Sony Music Entertainment",0.728,0.882,5,-10.405,0,0.0776,0.315,0,0.123,0.924,129.946,4
spotify:track:2PaETSKl3w3IdtLIbDnQXJ,"El aire de la calle","El Sentimiento Garrapatero Que Nos Traen Las Flores","Los Delinqüentes",2001,186733,69,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:53:22Z,"flamenco,flamenco pop","Parlophone Spain",0.755,0.614,3,-9.841,0,0.0458,0.526,0,0.113,0.887,99.99,4
spotify:track:0rwrnIoWcV9nUk0XEH3fwX,"Chiclana (con Kiko Veneno)","El Verde Rebelde Vuelve","Los Delinqüentes;Kiko Veneno",2005-02-21,179013,41,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:53:25Z,"flamenco,flamenco pop","Parlophone Spain",0.788,0.791,7,-6.95,1,0.063,0.379,0,0.135,0.842,109.913,4
spotify:track:2WYfT9HN1BmexO6aOGr8V8,"Ya nadie te quiere (con Diego Carrasco)","El Verde Rebelde Vuelve","Los Delinqüentes;Diego Carrasco",2005-02-21,229333,55,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:53:29Z,"flamenco,flamenco pop","Parlophone Spain",0.844,0.77,6,-7.447,0,0.112,0.419,0,0.0742,0.963,116.02,4
spotify:track:66hWIxJIeJDDutXLhxpFJ5,"Heroína","Negociando gasolina","La Fuga",2005-05-10,259426,54,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:53:38Z,"","DRO/Spain",0.574,0.865,6,-4.516,0,0.0364,0.0221,0.0000131,0.383,0.819,96.038,4
spotify:track:6EpeV9zVm29X14oMcz7tUp,"Ya nadie te quiere (con Diego Carrasco)","Recuerdos Garrapateros de la Flama y el Carril","Los Delinqüentes;Diego Carrasco",2006-07-10,229333,27,false,azvwtt6iohg3hran3hxv47xn6,2020-04-23T17:54:53Z,"flamenco,flamenco pop","Parlophone Spain",0.844,0.77,6,-7.447,0,0.112,0.419,0,0.0742,0.963,116.02,4
spotify:track:4xUHq1xn1CCrtmAQ0BJpqr,"Billy El Pistolero","Que El Cielo Espere Sentao..","Melendi",2005,232373,45,false,azvwtt6iohg3hran3hxv47xn6,2020-04-24T15:15:35Z,"flamenco,flamenco pop","Parlophone Spain",0.526,0.957,4,-2.861,1,0.0548,0.0227,0.0259,0.341,0.714,157.994,4
spotify:track:4l6QxF7OBrQb2C99reIYeo,"Como Dijo El Rey","Que El Cielo Espere Sentao..","Melendi",2005,233133,42,false,azvwtt6iohg3hran3hxv47xn6,2020-04-24T15:15:35Z,"flamenco,flamenco pop","Parlophone Spain",0.751,0.77,8,-6.041,1,0.0526,0.123,0.000408,0.0529,0.785,99.939,4
spotify:track:1fSmlsLnJBi7xdorKXTBvi,"Con Tanto Héroe","Que El Cielo Espere Sentao..","Melendi",2005,163573,40,false,azvwtt6iohg3hran3hxv47xn6,2020-04-24T15:15:35Z,"flamenco,flamenco pop","Parlophone Spain",0.517,0.906,0,-2.833,1,0.0775,0.0106,0.00000918,0.113,0.451,79.928,4
spotify:track:5zL4Xj7jR6QXau8zWfJLKh,"Novia a la fuga","Que El Cielo Espere Sentao..","Melendi",2005,185480,46,false,azvwtt6iohg3hran3hxv47xn6,2020-04-24T15:15:35Z,"flamenco,flamenco pop","Parlophone Spain",0.704,0.959,11,-4.429,0,0.155,0.278,0.00000499,0.336,0.678,112.004,4
spotify:track:0hZe1cdSm3wc5Gay229mJd,"Con sólo una sonrisa","Que El Cielo Espere Sentao..","Melendi",2005,229960,60,false,azvwtt6iohg3hran3hxv47xn6,2020-04-24T15:15:35Z,"flamenco,flamenco pop","Parlophone Spain",0.709,0.757,2,-3.942,0,0.0343,0.27,0,0.194,0.449,127.988,4
spotify:track:4liZQ6u4sGfP0ECyYuMxle,"Hasta Que La Muerte Los Separe","Que El Cielo Espere Sentao..","Melendi",2005,275186,36,false,azvwtt6iohg3hran3hxv47xn6,2020-04-24T15:15:35Z,"flamenco,flamenco pop","Parlophone Spain",0.687,0.911,0,-3.756,1,0.0416,0.299,0.000123,0.0795,0.773,100.033,4
spotify:track:6XaRWajtL1AVTyy8bEldkS,"Como Se Bailan Los Tangos","Que El Cielo Espere Sentao..","Melendi",2005,188786,41,false,azvwtt6iohg3hran3hxv47xn6,2020-04-24T15:15:35Z,"flamenco,flamenco pop","Parlophone Spain",0.648,0.77,4,-5.302,0,0.0778,0.528,0,0.192,0.659,125.94,4
spotify:track:1SkfMU5ZqC4Vxvl3xDAo7C,"Cuestión de Prioridades","Que El Cielo Espere Sentao..","Melendi",2005,234666,42,false,azvwtt6iohg3hran3hxv47xn6,2020-04-24T15:15:35Z,"flamenco,flamenco pop","Parlophone Spain",0.733,0.605,0,-5.904,1,0.0365,0.145,0.000339,0.233,0.54,91.974,4
spotify:track:546LofSAbpv4qN1dqyfcdy,"Con Tu Amor Es Suficiente","Que El Cielo Espere Sentao..","Melendi",2005,189146,41,false,azvwtt6iohg3hran3hxv47xn6,2020-04-24T15:15:35Z,"flamenco,flamenco pop","Parlophone Spain",0.64,0.871,2,-5.27,1,0.0443,0.0419,0,0.515,0.644,105.99,4
spotify:track:2IY9szT8CaH6jJEPq0AS4f,"Cannabis","Que El Cielo Espere Sentao..","Melendi",2005,190346,39,false,azvwtt6iohg3hran3hxv47xn6,2020-04-24T15:15:35Z,"flamenco,flamenco pop","Parlophone Spain",0.717,0.899,1,-4.866,1,0.0725,0.16,0.00105,0.106,0.938,112.088,4
spotify:track:4HwH6z0X4z2nU2SAv3i8nk,"Que el cielo espere sentao","Que El Cielo Espere Sentao..","Melendi",2005,202066,39,false,azvwtt6iohg3hran3hxv47xn6,2020-04-24T15:15:35Z,"flamenco,flamenco pop","Parlophone Spain",0.52,0.473,9,-4.901,0,0.0446,0.747,0,0.309,0.432,97.97,4
spotify:track:0ZICpziYDXDYmQ38hgJuXE,"La posada de los muertos","Gaia II (Edicion lujo)","Mägo de Oz",2005-12-13,284960,63,false,azvwtt6iohg3hran3hxv47xn6,2020-04-24T15:18:31Z,"folk metal,rock en español,rock celta,rock mexicano","DRO/EastWest Spain",0.443,0.923,0,-3.043,1,0.0709,0.00146,0,0.0868,0.554,146.082,4
spotify:track:4mTsRdFE28MYlrZo8N4Es0,"La Costa Del Silencio","Gaia","Mägo de Oz",2003,280868,68,false,azvwtt6iohg3hran3hxv47xn6,2020-04-24T15:18:34Z,"folk metal,rock en español,rock celta,rock mexicano","Locomotive Records",0.498,0.891,5,-7.021,1,0.0415,0.0201,0.00000317,0.0942,0.669,133.918,4
spotify:track:0p3rxgmQPN5y6QEMzliGZc,"Mis Colegas","Que Corra La Voz","Ska-P",2002-05-27,251440,58,false,azvwtt6iohg3hran3hxv47xn6,2020-04-24T15:19:41Z,"ska,ska punk,ska mexicano","RCA Records Label",0.532,0.96,7,-2.188,1,0.0487,0.00151,0.00000529,0.0639,0.689,163.841,4
spotify:track:6oytv9amMEx3pxSw9UmEtv,"El Gato Lopez","El Vals Del Obrero","Ska-P",1996-03-01,160626,56,false,azvwtt6iohg3hran3hxv47xn6,2020-04-24T15:19:57Z,"ska,ska punk,ska mexicano","RCA Records Label",0.605,0.989,0,-1.68,1,0.0901,0.069,0,0.33,0.727,110.103,4
spotify:track:4GERduHBPVmh9ECjBtEPA4,"A la Mierda","Planeta Eskoria","Ska-P",2000-10-09,233533,54,false,azvwtt6iohg3hran3hxv47xn6,2020-04-24T15:20:02Z,"ska,ska punk,ska mexicano","RCA Records Label",0.401,0.841,7,-6.096,1,0.0695,0.00267,0.00000828,0.139,0.53,187.822,4
spotify:track:2FtUCcJTBE2bb0mdZtzlFI,"Mestizaje","Planeta Eskoria","Ska-P",2000-10-09,270933,52,false,azvwtt6iohg3hran3hxv47xn6,2020-04-24T15:20:06Z,"ska,ska punk,ska mexicano","RCA Records Label",0.694,0.823,11,-5.712,0,0.0439,0.152,0,0.152,0.963,153.869,4
spotify:track:3Re4NbN9tBTh7lwVDgcZ5V,"Tio Sam","Planeta Eskoria","Ska-P",2000-10-09,261173,47,false,azvwtt6iohg3hran3hxv47xn6,2020-04-24T15:20:15Z,"ska,ska punk,ska mexicano","RCA Records Label",0.536,0.871,2,-5.879,1,0.0604,0.0246,0.00000363,0.317,0.837,177.812,4
spotify:track:19ahiGWe3qnGCEIxNWPa6I,"Welcome to Hell","Que Corra La Voz","Ska-P",2002-05-27,251426,55,false,azvwtt6iohg3hran3hxv47xn6,2020-04-24T15:20:18Z,"ska,ska punk,ska mexicano","RCA Records Label",0.577,0.96,7,-4.252,1,0.0455,0.000617,0.00127,0.0836,0.588,96.882,4
spotify:track:7pLf4wfaLSXzLosvmjd295,"Casposos","Que Corra La Voz","Ska-P",2002-05-27,298146,49,false,azvwtt6iohg3hran3hxv47xn6,2020-04-24T15:20:22Z,"ska,ska punk,ska mexicano","RCA Records Label",0.546,0.912,5,-4.967,1,0.0549,0.0107,0.00000914,0.0801,0.823,107.911,4
spotify:track:4m3OKmzYSFhtNvl7zhl9fI,"Niño Soldado","Incontrolable","Ska-P",2003-10-30,239853,36,false,azvwtt6iohg3hran3hxv47xn6,2020-04-24T15:20:26Z,"ska,ska punk,ska mexicano","RCA Records Label",0.596,0.991,2,-2.892,1,0.0807,0.0000548,0.0167,0.761,0.485,110.002,4
spotify:track:4rYVVllAPad5joTsJNG1pp,"Vergüenza","Todo Ska-p","Ska-P",2013-02-26,231866,34,false,azvwtt6iohg3hran3hxv47xn6,2020-04-24T15:20:40Z,"ska,ska punk,ska mexicano","Sony Music Entertainment",0.65,0.949,11,-4.293,0,0.15,0.0156,0.00000472,0.338,0.614,105.06,4
spotify:track:0jyz4Tv64CwYBlG1I4fx7n,"Juan Sin Tierra","Eurosis","Ska-P",1998-07-17,178240,44,false,azvwtt6iohg3hran3hxv47xn6,2020-04-24T15:20:47Z,"ska,ska punk,ska mexicano","RCA Records Label",0.425,0.669,3,-8.235,1,0.119,0.0709,0,0.0934,0.734,157.049,4
spotify:track:7vjywEvwYqPyCGZBgOjvLH,"El Vals del Obrero","Todo Ska-p","Ska-P",2013-02-26,277920,40,false,azvwtt6iohg3hran3hxv47xn6,2020-04-24T15:23:26Z,"ska,ska punk,ska mexicano","Sony Music Entertainment",0.467,0.879,5,-3.941,1,0.0814,0.0383,0.00000125,0.172,0.635,101.983,4
spotify:track:15m2Op4d1ZtX0ScPaDNKcd,"Vino Tinto","Destrangis","Estopa",2001-10-23,198560,67,false,azvwtt6iohg3hran3hxv47xn6,2020-04-24T17:25:21Z,"flamenco,flamenco pop","Ariola",0.694,0.935,7,-3.215,1,0.105,0.359,0,0.0324,0.797,92.478,4
spotify:track:24UStI5AYA7g5ufFDh3LH0,"Por la boca vive el pez","Por la boca vive el pez","Fito y Fitipaldis",2006-09-11,269373,71,false,azvwtt6iohg3hran3hxv47xn6,2020-04-24T17:25:23Z,"","DRO/Spain",0.641,0.892,0,-2.812,0,0.0303,0.255,0.0000101,0.221,0.841,151.229,4
spotify:track:7Lgarpf1OqaXsUTjKZ34mK,"Me Falta el Aliento","Estopa","Estopa",1999-10-18,218173,61,false,azvwtt6iohg3hran3hxv47xn6,2020-04-24T17:30:47Z,"flamenco,flamenco pop","Ariola",0.53,0.748,0,-9.731,1,0.112,0.204,0.000222,0.338,0.632,124.875,4
spotify:track:4UMCpYrmgZv9CsyLvrws4F,"El del Medio de los Chichos","Estopa","Estopa",1999-10-18,227013,59,false,azvwtt6iohg3hran3hxv47xn6,2020-04-24T17:30:53Z,"flamenco,flamenco pop","Ariola",0.603,0.842,9,-8.393,0,0.0466,0.14,0,0.199,0.741,90.447,4
spotify:track:3r8yinbwGj8C0MnZH3ajML,"Pastillas de Freno","¿La Calle Es Tuya?","Estopa",2004-02-24,204520,57,false,azvwtt6iohg3hran3hxv47xn6,2020-04-24T17:30:59Z,"flamenco,flamenco pop","Ariola",0.592,0.608,7,-6.15,1,0.157,0.219,0,0.127,0.604,111.808,4
spotify:track:6DuKoeebIsPMWfSoUURTch,"Exiliado en el Lavabo","Estopa","Estopa",1999-10-18,195840,50,false,azvwtt6iohg3hran3hxv47xn6,2020-04-24T17:31:07Z,"flamenco,flamenco pop","Ariola",0.69,0.434,11,-12.579,0,0.035,0.215,0.000013,0.0963,0.514,142.852,4
spotify:track:1vHY8bEVI7Sg85xNMTDxXM,"Ya No Me Acuerdo","¿La Calle Es Tuya?","Estopa",2004-02-24,170053,59,false,azvwtt6iohg3hran3hxv47xn6,2020-04-24T17:31:11Z,"flamenco,flamenco pop","Ariola",0.733,0.392,9,-8.906,0,0.0624,0.503,0,0.209,0.423,133.919,4
spotify:track:0P6f1wsiwEvl89jUosdJMt,"Tragicomedia","¿La Calle Es Tuya?","Estopa",2004-02-24,209240,62,false,azvwtt6iohg3hran3hxv47xn6,2020-04-24T17:31:56Z,"flamenco,flamenco pop","Ariola",0.515,0.779,11,-7.005,0,0.231,0.25,0,0.112,0.697,88.188,4
spotify:track:5cxHDFRik6uTj1cDCdVW9A,"Luna Lunera","Destrangis","Estopa",2001-10-23,229066,54,false,azvwtt6iohg3hran3hxv47xn6,2020-04-24T17:32:03Z,"flamenco,flamenco pop","Ariola",0.687,0.87,4,-5.088,0,0.0666,0.646,0,0.102,0.611,90.487,4
spotify:track:2BFD0q6yuATQ36Mwn8yfHd,"Fuente de Energia","¿La Calle Es Tuya?","Estopa",2004-02-24,216600,56,false,azvwtt6iohg3hran3hxv47xn6,2020-04-24T17:32:06Z,"flamenco,flamenco pop","Ariola",0.712,0.893,4,-6.558,0,0.192,0.0986,0,0.096,0.687,100.145,4
spotify:track:69tkEprrsulpkuu9DscyjR,"Demonios","Destrangis","Estopa",2001-10-23,224666,52,false,azvwtt6iohg3hran3hxv47xn6,2020-04-24T17:32:11Z,"flamenco,flamenco pop","Ariola",0.496,0.772,11,-6.298,0,0.0864,0.312,0,0.108,0.711,131.113,4
spotify:track:5To4HvIwNH9gsiDPenMY9A,"Quiero beber hasta perder el control - 94","Grandes Exitos","Los Secretos",1996-01-01,223760,38,false,azvwtt6iohg3hran3hxv47xn6,2020-04-24T17:34:25Z,"","DRO/EastWest Spain",0.721,0.78,7,-5.377,1,0.0334,0.223,0.0000331,0.0726,0.711,119.973,4
spotify:track:51R2M1JgyFfRS3e6v5wCt3,"Clandestino","Clandestino","Manu Chao",1998-10-06,149173,70,false,azvwtt6iohg3hran3hxv47xn6,2020-04-24T17:34:43Z,"música alternativa latina","Radio Bemba",0.68,0.594,6,-6.417,0,0.0688,0.469,0,0.431,0.774,85.04,4
spotify:track:7c9sDyogsPK8XUAubCK69Y,"Vicio","Algazara","Reincidentes",1998-10-02,172933,48,false,azvwtt6iohg3hran3hxv47xn6,2020-04-24T17:34:51Z,"ska punk,punk","BMG Music",0.421,0.897,2,-6.964,0,0.0433,0.212,0.00103,0.972,0.519,109.982,4
spotify:track:3EJid44JIEbOknxjZPp42x,"Me estoy quitando","Agila","Extremoduro",1996,132666,43,false,azvwtt6iohg3hran3hxv47xn6,2020-04-24T17:35:00Z,"","WM Spain",0.496,0.884,7,-2.784,0,0.117,0.72,0,0.113,0.548,100.597,4
spotify:track:46Yp4JsZIh8ceg5WBqW1ZB,"Buscando en la basura","Negociando gasolina","La Fuga",2005-05-10,208839,62,false,azvwtt6iohg3hran3hxv47xn6,2020-04-24T17:35:22Z,"","DRO/Spain",0.557,0.857,2,-3.809,1,0.0489,0.00531,0,0.115,0.647,95.025,4
spotify:track:4dF3KsznC2QkvlO54A7jr0,"P' aquí, p' allá - 2017 Remaster","Colección Definitiva 20 Años","La Fuga",2017-05-26,222061,38,false,azvwtt6iohg3hran3hxv47xn6,2020-04-24T17:35:26Z,"","WM Spain",0.449,0.806,7,-4.738,0,0.0384,0.00336,0,0.203,0.326,77.504,4
spotify:track:6tGUkobti5ztrb9aQ0UDEx,"Por verte sonreír","Mira","La Fuga",1998,400480,56,false,azvwtt6iohg3hran3hxv47xn6,2020-04-24T17:35:30Z,"","DRO/EastWest Spain",0.398,0.825,7,-2.961,1,0.0641,0.508,0,0.301,0.299,132.414,4
spotify:track:5Icg8zsbERRSt1VauouC4Y,"Majareta - 2017 Remaster","Colección Definitiva 20 Años","La Fuga",2017-05-26,165155,20,false,azvwtt6iohg3hran3hxv47xn6,2020-04-24T17:36:29Z,"","WM Spain",0.409,0.936,2,-4.236,1,0.161,0.00324,0,0.134,0.572,169.943,4
spotify:track:5FsZA9OSGCvAyqzvbs18ru,"Primavera del 87 - 2017 Remaster","Colección Definitiva 20 Años","La Fuga",2017-05-26,330581,12,false,azvwtt6iohg3hran3hxv47xn6,2020-04-24T17:36:39Z,"","WM Spain",0.302,0.871,2,-4.275,0,0.104,0.241,0.00000206,0.31,0.679,151.988,4
spotify:track:3n1w6ebA3pc7Wv94lUCy1X,"Pedazo de morrón - 2017 Remaster","Colección Definitiva 20 Años","La Fuga",2017-05-26,219658,14,false,azvwtt6iohg3hran3hxv47xn6,2020-04-24T17:36:44Z,"","WM Spain",0.432,0.823,2,-4.735,1,0.249,0.0192,0,0.653,0.66,96.856,4
spotify:track:1PAvAGNqrYGmeVDvQAHxxk,"A golpes - 2017 Remaster","Colección Definitiva 20 Años","La Fuga",2017-05-26,196022,12,false,azvwtt6iohg3hran3hxv47xn6,2020-04-24T17:36:52Z,"","WM Spain",0.515,0.835,11,-4.292,1,0.0356,0.00278,0,0.391,0.408,94.966,4
spotify:track:3f5Umq0tTfD82aEmCxAwZ5,"Luna de miel - 2017 Remaster","Colección Definitiva 20 Años","La Fuga",2017-05-26,233258,14,false,azvwtt6iohg3hran3hxv47xn6,2020-04-24T17:36:57Z,"","WM Spain",0.561,0.853,9,-3.452,0,0.0303,0.00307,0.000147,0.416,0.393,93.983,4
spotify:track:00B5Lyn04BwzzjjkzKTYnC,"Balada del despertador (feat. Aurora Beltrán) - 2017 Remaster","Colección Definitiva 20 Años","La Fuga;Aurora Beltrán",2017-05-26,236190,16,false,azvwtt6iohg3hran3hxv47xn6,2020-04-24T17:37:06Z,"","WM Spain",0.444,0.666,7,-6.152,1,0.0283,0.096,0,0.152,0.426,162.169,4
spotify:track:10b0Gq3bG88TdjAVK20nlk,"Baja por diversión (feat. El Drogas) - 2017 Remaster","Colección Definitiva 20 Años","La Fuga;El Drogas",2017-05-26,216796,20,false,azvwtt6iohg3hran3hxv47xn6,2020-04-24T17:37:16Z,"","WM Spain",0.457,0.827,2,-3.511,0,0.041,0.0803,0,0.328,0.409,171.908,4
spotify:track:45vYeHeZ3I7Eq2HGQcmLGI,"Jaleo - 2017 Remaster","Colección Definitiva 20 Años","La Fuga",2017-05-26,200003,17,false,azvwtt6iohg3hran3hxv47xn6,2020-04-24T17:37:26Z,"","WM Spain",0.559,0.904,2,-4.254,1,0.0717,0.162,0,0.438,0.492,103.953,4
spotify:track:2x59pa3xDf8hHZ4N3f5fGQ,"Si te vas...","Material defectuoso","Extremoduro",2011-05-24,516666,70,false,azvwtt6iohg3hran3hxv47xn6,2020-04-24T17:37:39Z,"","WM Spain",0.569,0.491,5,-8.53,1,0.0451,0.623,0.0215,0.111,0.204,133.427,3
spotify:track:1aDeaDooAd79p2sdImGG4a,"Dulce introducción al caos","La ley innata","Extremoduro",2008-09-09,462013,66,false,azvwtt6iohg3hran3hxv47xn6,2020-04-24T17:37:48Z,"","WM Spain",0.332,0.683,7,-6.493,1,0.0402,0.0763,0.264,0.164,0.252,139.181,3
spotify:track:5d0Keu9WXiN1XZsAG88VcF,"Primer movimiento: el sueño","La ley innata","Extremoduro",2008-09-09,363653,55,false,azvwtt6iohg3hran3hxv47xn6,2020-04-24T17:37:59Z,"","WM Spain",0.376,0.776,11,-5.806,0,0.0441,0.166,0.0295,0.187,0.371,144.148,4
spotify:track:5anSoPoSIy7NzsauFNY0pT,"Segundo movimiento: lo de fuera","La ley innata","Extremoduro",2008-09-09,703226,58,false,azvwtt6iohg3hran3hxv47xn6,2020-04-24T17:37:59Z,"","WM Spain",0.257,0.86,4,-4.476,0,0.0789,0.156,0.11,0.53,0.471,174.701,4
spotify:track:5h5aT6bWlqBS6ComDsGZ7y,"Tercer movimiento: lo de dentro","La ley innata","Extremoduro",2008-09-09,456960,55,false,azvwtt6iohg3hran3hxv47xn6,2020-04-24T17:37:59Z,"","WM Spain",0.299,0.989,4,-2.519,0,0.105,0.0272,0.0175,0.604,0.15,111.442,4
spotify:track:1xYhKGLHzb0fuoWR5ZPwZm,"Cuarto movimiento: la realidad","La ley innata","Extremoduro",2008-09-09,349306,61,false,azvwtt6iohg3hran3hxv47xn6,2020-04-24T17:37:59Z,"","WM Spain",0.389,0.662,4,-7.013,0,0.0337,0.206,0.165,0.225,0.345,135.901,4
spotify:track:7piY8TDK8tbRx41jQACAeD,"Coda flamenca (Otra realidad)","La ley innata","Extremoduro",2008-09-09,374666,52,false,azvwtt6iohg3hran3hxv47xn6,2020-04-24T17:37:59Z,"","WM Spain",0.416,0.499,2,-8.138,0,0.0465,0.283,0.0111,0.0923,0.241,135.061,3
spotify:track:6eq7Ona0USHJVwIIzjxzta,"Kisiera yo saber","Mientras No Cueste Trabajo","Melendi",2006-11-13,212693,61,false,azvwtt6iohg3hran3hxv47xn6,2020-04-25T17:48:11Z,"flamenco,flamenco pop","Parlophone Spain",0.758,0.929,9,-4.397,1,0.193,0.371,0.00000274,0.0534,0.912,104.005,4
spotify:track:6t9ot6JHFylOIfKRRvxIS8,"Niña voladora","Las canciones que escribí mientras volaba","Juanito Makandé",2014-11-15,222839,0,false,azvwtt6iohg3hran3hxv47xn6,2020-04-25T17:48:15Z,"flamenco,flamenco pop","Flamingo Circus",0.75,0.416,9,-8.205,1,0.0996,0.744,0.000042,0.156,0.729,145.135,4
spotify:track:53IBRi1foJyOrFs70aCsXk,"Nube de pegatina","El Sentimiento Garrapatero Que Nos Traen Las Flores","Los Delinqüentes",2001,205933,61,false,azvwtt6iohg3hran3hxv47xn6,2020-04-25T17:48:19Z,"flamenco,flamenco pop","Parlophone Spain",0.711,0.746,7,-8.864,1,0.0659,0.291,0.0000109,0.09,0.796,102.932,4
spotify:track:6phKWwmQxEmhH2bSENDB7a,"Romero el Madero","El Vals Del Obrero","Ska-P",1996-03-01,201080,48,false,azvwtt6iohg3hran3hxv47xn6,2020-04-25T17:48:26Z,"ska,ska punk,ska mexicano","RCA Records Label",0.546,0.913,2,-3.395,1,0.0373,0.0632,0.000413,0.218,0.918,142.136,4
